mes;cnae_classe;saldo
5;Fabricação de produtos derivados do petróleo, exceto produtos do refino;   -41
5;Fabricação de produtos diversos não especificados anteriormente;  -109
5;Fabricação de produtos do fumo;     0
5;Fabricação de produtos do refino de petróleo;   -19
5;Fabricação de produtos farmoquímicos;    12
5;Fabricação de produtos petroquímicos básicos;   -47
5;Fabricação de produtos químicos inorgânicos não especificados anteriormente;    35
5;Fabricação de produtos químicos não especificados anteriormente;  -239
5;Fabricação de produtos químicos orgânicos não especificados anteriormente;   -12
5;Fabricação de refrigerantes e de outras bebidas não-alcoólicas;   -58
5;Fabricação de resinas termofixas;   -26
5;Fabricação de resinas termoplásticas;   -67
5;Fabricação de sabões e detergentes sintéticos;    -4
5;Fabricação de sorvetes e outros gelados comestíveis;   -55
5;Fabricação de sucos de frutas, hortaliças e legumes;    38
5;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;    27
5;Fabricação de tecidos de malha;  -259
5;Fabricação de tecidos especiais, inclusive artefatos;  -119
5;Fabricação de tênis de qualquer material;   -27
5;Fabricação de tintas de impressão;   -10
5;Fabricação de tintas, vernizes, esmaltes e lacas;  -125
5;Fabricação de tratores agrícolas;     5
5;Fabricação de tratores, exceto agrícolas;  -100
5;Fabricação de tubos e acessórios de material plástico para uso na construção;   -25
5;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;  -231
5;Fabricação de válvulas, registros e dispositivos semelhantes;  -283
5;Fabricação de veículos militares de combate;     2
5;Fabricação de vidro plano e de segurança;  -157
5;Fabricação de vinho;    -4
5;Fiação de fibras artificiais e sintéticas;   -49
5;Fornecimento e gestão de recursos humanos para terceiros;  -517
5;Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo;  -442
5;Fundição de ferro e aço;  -109
5;Fundição de metais não-ferrosos e suas ligas;  -103
5;Geração de energia elétrica;     5
5;Gestão de ativos intangíveis não-financeiros;  -118
5;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;    -2
5;Gestão de instalações de esportes;   -13
5;Gestão de portos e terminais;  -117
5;Gestão de redes de esgoto;   -17
5;Gestão e administração da propriedade imobiliária;  -176
5;Holdings de instituições financeiras;     0
5;Holdings de instituições não-financeiras;  -295
5;Horticultura;  -576
5;Hotéis e similares; -2388
5;Impressão de jornais, livros, revistas e outras publicações periódicas;  -135
5;Impressão de materiais para outros usos;  -531
5;Impressão de material de segurança;   -83
5;Imunização e controle de pragas urbanas;  -495
5;Incorporação de empreendimentos imobiliários;  -322
5;Instalação de equipamentos não especificados anteriormente;  -107
5;Instalação de máquinas e equipamentos industriais;  -273
5;Instalações elétricas; -1219
5;Instalações hidráulicas, de sistemas de ventilação e refrigeração;  -521
5;Intermediação na compra, venda e aluguel de imóveis;  -303
5;Justiça;    -5
5;Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;   -66
5;Lavanderias, tinturarias e toalheiros;  -525
5;Limpeza em prédios e em domicílios; -5179
5;Locação de automóveis sem condutor;  -465
5;Locação de mão-de-obra temporária;  6654
5;Locação de meios de transporte, exceto automóveis, sem condutor;   -87
5;Manutenção e reparação de aeronaves;   -21
5;Manutenção e reparação de embarcações;    -2
5;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;    -5
5;Manutenção e reparação de equipamentos eletrônicos e ópticos;   -31
5;Manutenção e reparação de máquinas e equipamentos da indústria mecânica;  -389
5;Manutenção e reparação de máquinas e equipamentos elétricos;    -4
5;Manutenção e reparação de motocicletas;   -17
5;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;   -38
5;Manutenção e reparação de veículos automotores;  -814
5;Manutenção e reparação de veículos ferroviários;   -21
5;Metalurgia do alumínio e suas ligas;   -82
5;Metalurgia do cobre;   -23
5;Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;   -23
5;Metalurgia dos metais preciosos;    -4
5;Moagem de trigo e fabricação de derivados;   -21
5;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;   -63
5;Montagem de instalações industriais e de estruturas metálicas;  -728
5;Navegação de apoio;     6
5;Obras de acabamento;  -347
5;Obras de engenharia civil não especificadas anteriormente;  -230
5;Obras de fundações;  -104
5;Obras de instalações em construções não especificadas anteriormente;  -284
5;Obras de terraplenagem;   -31
5;Obras de urbanização - ruas, praças e calçadas;  -177
5;Obras para geração e distribuição de energia elétrica e para telecomunicações;    19
5;Obras portuárias, marítimas e fluviais;    18
5;Operadoras de televisão por assinatura por cabo;     0
5;Operadoras de televisão por assinatura por satélite;    -2
5;Operadores turísticos;   -77
5;Organismos internacionais e outras instituições extraterritoriais;    -1
5;Outras atividades de prestação de serviços de informação não especificadas anteriormente;   -41
5;Outras atividades de serviços financeiros não especificadas anteriormente;    -6
5;Outras atividades de telecomunicações;   -49
5;Outras sociedades de participação, exceto holdings;     8
5;Outros tipos de alojamento não especificados anteriormente;   -97
5;Parques de diversão e parques temáticos;  -111
5;Perfurações e sondagens;   -45
5;Pesca em água doce;    -2
5;Pesca em água salgada;  -105
5;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;    64
5;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;    -8
5;Pesquisas de mercado e de opinião pública;  -100
5;Planos de saúde;    -6
5;Portais, provedores de conteúdo e outros serviços de informação na internet;   -74
5;Preparação do leite;    12
5;Preparação e fiação de fibras de algodão;  -128
5;Preparação e fiação de fibras têxteis naturais, exceto algodão;    -1
5;Preservação do pescado e fabricação de produtos do pescado;   -24
5;Previdência complementar aberta;     1
5;Previdência complementar fechada;     7
5;"Produção de artefatos estampados de metal; metalurgia do pó";  -351
5;Produção de ferroligas;     4
5;Produção de forjados de aço e de metais não-ferrosos e suas ligas;   -27
5;"Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas";    -1
5;Produção de laminados longos de aço;   -68
5;Produção de laminados planos de aço;   -13
5;Produção de mudas e outras formas de propagação vegetal, certificadas;    27
5;Produção de outros tubos de ferro e aço;   -20
5;Produção de relaminados, trefilados e perfilados de aço;   -84
5;Produção de sementes certificadas;    89
5;Produção de semi-acabados de aço;    -1
5;Produção de tubos de aço com costura;   -50
5;Produção e distribuição de vapor, água quente e ar condicionado;     1
5;Produção florestal - florestas nativas;     2
5;Produção florestal - florestas plantadas;   -93
5;Programadoras e atividades relacionadas à televisão por assinatura;     2
5;Recondicionamento e recuperação de motores para veículos automotores;   -39
5;Recuperação de materiais metálicos;   -49
5;Recuperação de materiais não especificados anteriormente;   -56
5;Recuperação de materiais plásticos;   -82
5;Reforma de pneumáticos usados;   -20
5;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;    86
5;Regulação das atividades econômicas;     1
5;Reparação e manutenção de computadores e de equipamentos periféricos;   -89
5;Reparação e manutenção de equipamentos de comunicação;   -45
5;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;  -114
5;Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente;  -107
5;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;     2
5;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;    -9
5;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;     0
5;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;   -19
5;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;    -8
5;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;    19
5;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;   -32
5;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;   -20
5;Representantes comerciais e agentes do comércio de veículos automotores;   -70
5;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;   -57
5;Reprodução de materiais gravados em qualquer suporte;   -11
5;Resseguros;    -2
5;Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas;-11013
5;Securitização de créditos;   -12
5;Segurança e ordem pública;    -1
5;Seguridade social obrigatória;    -1
5;Seguros de vida;   -12
5;Seguros não-vida;    42
5;Seguros-saúde;    -3
5;Seleção e agenciamento de mão-de-obra;    12
5;Serviços ambulantes de alimentação;   -43
5;Serviços combinados de escritório e apoio administrativo; -1107
5;Serviços combinados para apoio a edifícios, exceto condomínios prediais;  -732
5;Serviços de acabamentos gráficos;  -130
5;Serviços de arquitetura;   -41
5;Serviços de assistência social sem alojamento;  -844
5;Serviços de catering, bufê e outros serviços de comida preparada; -2635
5;Serviços de engenharia; -1052
5;Serviços de pré-impressão;  -160
5;Serviços de preparação do terreno não especificados anteriormente;   -39
5;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;   -19
5;Serviços de reservas e outros serviços de turismo não especificados anteriormente;  -115
5;Serviços de usinagem, solda, tratamento e revestimento em metais;  -353
5;Serviços domésticos;    -5
5;Serviços especializados para construção não especificados anteriormente;  -345
5;Serviços móveis de atendimento a urgências;    39
5;Sociedades de capitalização;     3
5;Sociedades de crédito ao microempreendedor;     0
5;Sociedades de crédito, financiamento e investimento - financeiras;   -53
